"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090068","positive regulation of cell cycle process","71/2046","236/14848",0.300847457627119,2.18327617343473,7.32521788082212,5.1015505395452e-11,1.90866010852851e-08,1.74025524019153e-08,"CCNE1/CDCA8/CDC20/NCAPD2/NDC80/CHEK1/CDC25A/AURKB/RAD51AP1/GPSM2/BUB1/EZH2/DBF4/STIL/SKA1/CHEK2/FAM83D/RANBP1/NCAPH/FBXO5/SKA3/CDC7/BIRC5/NCAPG/DLGAP5/UBE2C/KIF23/TFDP1/INCENP/CDC25B/NPM2/MTBP/KIF14/EGFR/NCAPG2/TGFA/AURKA/MAD2L1/PLCG2/CDK1/TERT/FEN1/CCNB1/RRM2/PLK4/DDX11/E2F8/SPAG5/KNL1/IL1A/ANXA1/ESPL1/SPHK1/PLSCR1/E2F7/CIT/TNF/SMC4/CDC25C/SOX15/RAD51B/CDC6/CCNE2/CENPV/BTC/USP44/EDN1/WNT10B/EPGN/DRD2/KCNA5",71
"GO:0051304","chromosome separation","33/2046","81/14848",0.407407407407407,2.95659099960175,7.05878055965579,1.93411260470176e-09,5.1686856845649e-07,4.71264229145628e-07,"CDCA8/CDC20/NCAPD2/TTK/NDC80/HASPIN/AURKB/PLK1/BUB1/TRIP13/SKA1/NCAPH/FBXO5/SKA3/BIRC5/NCAPG/DLGAP5/UBE2C/SPDL1/INCENP/CENPF/NCAPG2/MAD2L1/NUF2/BUB1B/CCNB1/SPC24/KNL1/ESPL1/PLSCR1/SPC25/SMC4/USP44",33
"GO:1903046","meiotic cell cycle process","57/2046","188/14848",0.303191489361702,2.20028701566107,6.6211024070002,2.93742910649511e-09,7.16732701984808e-07,6.53493953623467e-07,"HORMAD1/CCNE1/CDC20/NCAPD2/TTK/NDC80/CDC25A/ANKLE1/FANCA/RAD51AP1/RAD54L/PLK1/CCNB2/TRIP13/SKA1/MASTL/NCAPH/FBXO5/SGO1/SKA3/PTTG1/INCENP/ASPM/CDC25B/KIF18A/NPM2/CCNA1/KLHDC3/AURKA/CKS2/NUF2/RAD51/GPR3/MAEL/RAD54B/KNL1/STAG3/ESPL1/BRCA2/BRME1/MYBL1/SMC4/CDC25C/RAD51B/MEIOC/CYP26B1/HFM1/CCNE2/TOP2A/SYCE1L/PKMYT1/TDRD12/LIF/EDN1/MEIOB/KASH5/NPPC",57
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","24/2046","49/14848",0.489795918367347,3.55449159135795,7.1601082774328,3.73096772359679e-09,7.75488550549081e-07,7.07065657091774e-07,"CDCA8/CDC20/TTK/NDC80/HASPIN/AURKB/PLK1/BUB1/TRIP13/SKA1/FBXO5/SKA3/BIRC5/SPDL1/INCENP/CENPF/MAD2L1/NUF2/BUB1B/CCNB1/SPC24/KNL1/SPC25/USP44",24
"GO:0071173","spindle assembly checkpoint signaling","23/2046","47/14848",0.48936170212766,3.55134044633015,7.00333774296061,8.06527524077694e-09,1.25728679586778e-06,1.14635388729289e-06,"CDCA8/CDC20/TTK/NDC80/HASPIN/AURKB/PLK1/BUB1/TRIP13/SKA1/SKA3/BIRC5/SPDL1/INCENP/CENPF/MAD2L1/NUF2/BUB1B/CCNB1/SPC24/KNL1/SPC25/USP44",23
"GO:0071174","mitotic spindle checkpoint signaling","23/2046","47/14848",0.48936170212766,3.55134044633015,7.00333774296061,8.06527524077694e-09,1.25728679586778e-06,1.14635388729289e-06,"CDCA8/CDC20/TTK/NDC80/HASPIN/AURKB/PLK1/BUB1/TRIP13/SKA1/SKA3/BIRC5/SPDL1/INCENP/CENPF/MAD2L1/NUF2/BUB1B/CCNB1/SPC24/KNL1/SPC25/USP44",23
"GO:0051985","negative regulation of chromosome segregation","24/2046","51/14848",0.470588235294118,3.41509976424587,6.90663625737483,1.02525688794525e-08,1.55506531220237e-06,1.41785881431063e-06,"CDCA8/CDC20/TTK/NDC80/HASPIN/AURKB/PLK1/BUB1/TRIP13/SKA1/FBXO5/SKA3/BIRC5/SPDL1/INCENP/CENPF/MAD2L1/NUF2/BUB1B/CCNB1/SPC24/KNL1/SPC25/USP44",24
"GO:0007059","chromosome segregation","98/2046","409/14848",0.23960880195599,1.73886192152617,6.05744721532602,1.46844764437014e-08,2.06023204505131e-06,1.87845368402191e-06,"HORMAD1/CENPW/CCNE1/CDCA8/CDC20/NCAPD2/CDCA2/TTK/NDC80/CENPN/KIF2C/SRPK1/HASPIN/AURKB/TPX2/PLK1/GPSM2/BUB1/CCNB2/CENPO/TRIP13/STIL/SKA1/HJURP/CHEK2/TUBB/KIFC1/FAM83D/NCAPH/KIF18B/FBXO5/SGO1/SKA3/EML4/BIRC5/NCAPG/CENPL/PSRC1/DLGAP5/UBE2C/MYBL2/KIF23/SPDL1/PTTG1/INCENP/ASPM/KIF15/KIF18A/KNSTRN/KIF14/CDT1/CENPF/NCAPG2/DIAPH3/AURKA/MAD2L1/CENPI/KIF4A/MKI67/RCC1/HAUS8/CENPE/OIP5/NUF2/KIF11/CDK1/BUB1B/MAEL/CCNB1/SGO2/SPC24/FIRRM/TACC3/SPAG5/KNL1/STAG3/ESPL1/CHMP4C/NEK2/PLSCR1/SPC25/PRC1/DPF3/CENPM/SMC4/HAUS7/MEIOC/CDC6/CCNE2/UHRF1/RMI2/TOP2A/PRICKLE1/SYCE1L/USP44/KIF25/MEIOB/KASH5",98
"GO:0044786","cell cycle DNA replication","21/2046","45/14848",0.466666666666667,3.38664059954383,6.40990612288244,1.02613285886413e-07,1.25188208781424e-05,1.14142604735436e-05,"DONSON/DBF4/MCM6/MCM3/CDC45/FBXO5/MCM4/BLM/CDC7/CDT1/GINS1/RAD51/DNA2/MCM2/CDK1/FEN1/GMNN/E2F8/TK1/BRCA2/E2F7",21
"GO:0006959","humoral immune response","58/2046","213/14848",0.272300469483568,1.97610819691692,5.73620489353791,1.50286073449579e-07,1.79447966850858e-05,1.63614916693931e-05,"BPI/CXCL5/PI3/MMP7/EXO1/PRSS3/CCL20/NOTCH1/SLPI/CXCL1/KLK5/GAPDH/DEFB1/KLK7/TNFRSF21/CXCL10/PGLYRP4/POMC/SPINK5/TF/KRT6A/CCL8/GATA6/CCL7/CXCL3/ADM/CCL18/TNF/CXCL6/CX3CL1/CCL13/CD83/CXCL11/CXCL8/H2BC11/S100A9/C8G/IFNG/COLEC11/IGHG1/CCL26/IGHM/GNLY/DMBT1/POU2AF1/CCL5/CCL24/IGHG2/IGKV3-20/IGHG3/C4BPA/LYZ/TREM1/PDCD1/CXCL9/LTA/S100A7/RNASE7",58
"GO:0044772","mitotic cell cycle phase transition","95/2046","418/14848",0.227272727272727,1.64933795432329,5.38342939241948,3.48044528484133e-07,3.90645178770591e-05,3.56177779570815e-05,"CCNE1/SKP2/CDCA8/CDKN2A/CDC20/TTK/ORC1/NDC80/GTPBP4/CHEK1/FOXM1/CDC25A/E2F3/MELK/TICRR/HASPIN/AURKB/DONSON/PLK1/BUB1/EZH2/CCNB2/TRIP13/DBF4/STIL/SKA1/ANLN/CCNA2/CHEK2/MASTL/FBXO5/SKA3/CLSPN/BLM/CDC7/BIRC5/DLGAP5/UBE2C/TFDP1/SPDL1/INCENP/CDC25B/CDK6/NPM2/CCNA1/MTBP/KIF14/CENPF/EGFR/CCNJ/AURKA/RFWD3/MAD2L1/IQGAP3/RCC1/CENPE/CKS2/RBL1/NUF2/CDKN2C/CDK1/BUB1B/TERT/CCNB1/E2F1/NFIB/NES/RRM2/SPC24/CDKN3/TACC3/UBE2S/ID4/KNL1/ANXA1/ESPL1/CHMP4C/SPC25/E2F7/FAM107A/DPF3/CDC25C/RAD51B/USH1C/CDC6/MYC/PIM2/CCNE2/EIF4EBP1/BCAT1/PKMYT1/USP44/WNT10B/CCNB3/KCNA5",95
"GO:0098773","skin epidermis development","38/2046","123/14848",0.308943089430894,2.24202687774678,5.52954193081571,7.27146907307089e-07,8.00146753687722e-05,7.29548218043294e-05,"KRT16/STMN1/FERMT1/GAL/HDAC2/CDH3/NOTCH1/EGFR/SMO/LGR5/WNT10A/FOXQ1/CLDN1/SFN/SPINK5/MET/LSR/LHX2/GATA6/KRT17/SOSTDC1/EDAR/SNAI1/ZNF750/TNF/GRHL1/CYP26B1/SOX9/HPSE/FOXI3/GRHL3/TFAP2C/DKK1/VANGL2/ALX4/CD109/WNT10B/ALOX12B",38
"GO:0001906","cell killing","56/2046","217/14848",0.258064516129032,1.87279664490903,5.1777274680159,1.60402577808515e-06,0.000166590225983074,0.00015189163981388,"ULBP3/PVR/TUBB/CCL20/ULBP1/RAET1L/CXCL1/ULBP2/GAPDH/CEBPG/TAP2/CTSC/PIM1/GBP1/CXCL10/PGLYRP4/POMC/UNC13D/SFN/KRT6A/GBP5/ICAM1/CCL8/CXCL3/CCL18/LAG3/GZMB/CXCL6/KIR2DL4/CCL13/CXCL11/HLA-F/CXCL8/H2BC11/C8G/IL23A/IL12A/IGHG1/NOS2/PRF1/IL12RB1/SLAMF7/GNLY/RAET1G/CEACAM1/LYZ/KLRD1/HLA-G/TREM1/NKG7/IL18RAP/CXCL9/TIGIT/CD1A/CD1B/RNASE7",56
"GO:0045109","intermediate filament organization","20/2046","48/14848",0.416666666666667,3.0237862495927,5.61419714913485,1.93221985405439e-06,0.000190238909139531,0.000173453752734227,"KRT16/KRT83/KRT86/KRT79/KRT6B/INA/PKP1/KRT81/KRT6C/KRT6A/KRT5/KRT23/KRT17/KRT14/KRT75/KRT4/KRT7/TCHH/PRPH/NEFM",20
"GO:0000727","double-strand break repair via break-induced replication","9/2046","12/14848",0.75,5.44281524926686,6.15493856003556,2.61458180234198e-06,0.000236502677366481,0.000215635576898838,"MCM7/MCM5/MCM6/MCM3/CDC45/MCM4/CDC7/MCM2/GINS4",9
"GO:0060707","trophoblast giant cell differentiation","9/2046","12/14848",0.75,5.44281524926686,6.15493856003556,2.61458180234198e-06,0.000236502677366481,0.000215635576898838,"ELF5/MDFI/PLK4/GJB5/E2F8/E2F7/SNAI1/SOX15/LIF",9
"GO:0002544","chronic inflammatory response","12/2046","21/14848",0.571428571428571,4.14690685658428,5.76899483046236,3.98123274630426e-06,0.000339144576417681,0.00030922117754555,"CEBPB/S100A8/IDO1/ADORA2B/UNC13D/VNN1/TNF/S100A9/VCAM1/CCL5/LTA/CYP19A1",12
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","45/2046","167/14848",0.269461077844311,1.95550248476654,4.96415684201439,4.87890567198932e-06,0.000402653215164766,0.000367126323088856,"CDCA8/CENPA/CDC20/TTK/NDC80/AURKB/STMN1/TPX2/PLK1/GPSM2/STIL/PAX6/CHEK2/KIFC1/FSD1/BIRC5/PSRC1/DLGAP5/MYBL2/KIF23/INTS13/SPDL1/INCENP/KIF15/BORA/AURKA/MAD2L1/KIF4A/RCC1/CENPE/NUF2/KIF11/CDK1/CCNB1/WDR62/TACC3/ESPL1/CHMP4C/NEK2/SPC25/PRC1/SAPCD2/GNAI1/UHRF1/PRICKLE1",45
"GO:0007218","neuropeptide signaling pathway","23/2046","64/14848",0.359375,2.6080156402737,5.15368103381791,6.91684405960074e-06,0.000546722941725061,0.000498484491826823,"GAL/OPRK1/NPFFR1/ECEL1/POMC/TYRO3/NMB/NMU/NXPH4/QRFP/QRFPR/GPR84/NTSR1/PCSK1N/GNAI1/GPR37/TENM1/NMUR1/SSTR3/ADCYAP1/PNOC/PENK/ECRG4",23
"GO:0042633","hair cycle","31/2046","105/14848",0.295238095238095,2.14256854256854,4.69696406013045,2.05216916674208e-05,0.00142182387206871,0.00129637353080354,"KRT16/KRT83/FERMT1/GAL/HDAC2/CDH3/NOTCH1/TRPV3/EGFR/SMO/LGR5/TERT/WNT10A/FOXQ1/SPINK5/LHX2/KRT17/SOSTDC1/EDAR/SNAI1/TNF/KRT14/SOX9/HPSE/FOXI3/TFAP2C/DKK1/VANGL2/ALX4/CD109/WNT10B",31
"GO:0031640","killing of cells of another organism","28/2046","91/14848",0.307692307692308,2.23294984585307,4.716288089918,2.20088643323772e-05,0.00148811742931688,0.00135681787596304,"CCL20/CXCL1/GAPDH/PIM1/GBP1/CXCL10/PGLYRP4/POMC/SFN/KRT6A/GBP5/CCL8/CXCL3/CCL18/GZMB/CXCL6/CCL13/CXCL11/CXCL8/H2BC11/C8G/PRF1/GNLY/LYZ/TREM1/NKG7/CXCL9/RNASE7",28
"GO:0141061","disruption of cell in another organism","28/2046","91/14848",0.307692307692308,2.23294984585307,4.716288089918,2.20088643323772e-05,0.00148811742931688,0.00135681787596304,"CCL20/CXCL1/GAPDH/PIM1/GBP1/CXCL10/PGLYRP4/POMC/SFN/KRT6A/GBP5/CCL8/CXCL3/CCL18/GZMB/CXCL6/CCL13/CXCL11/CXCL8/H2BC11/C8G/PRF1/GNLY/LYZ/TREM1/NKG7/CXCL9/RNASE7",28
"GO:0002237","response to molecule of bacterial origin","71/2046","320/14848",0.221875,1.61016617790811,4.41116661302757,2.4201666763027e-05,0.00159787945734244,0.0014568953824777,"BPI/IL12RB2/CXCL5/RIPK2/HDAC2/IRAK1/OPRK1/SLC7A5/CEBPB/PELI1/LYN/NOTCH1/SLPI/S100A8/TAP2/IDO1/NLRP7/PLCG2/SIRPA/CXCL10/TNIP3/ANKRD1/E2F1/LCN2/CLDN1/INAVA/GSTP1/PRKCA/SCARB1/GBP5/IL1A/NR1I2/HMGB2/LBP/ALPL/TNFRSF11A/BMP6/TNF/EPHB2/CXCL6/CX3CL1/PTGFR/CXCL8/TLR6/ASS1/GJB6/TLR1/CARD9/LILRB2/VCAM1/PDCD1LG2/GNRH1/FCAR/MPO/CD274/CD180/IL12A/NOS2/CSF2RB/CD80/CMPK2/EDN1/FASLG/PDE4B/CXCL9/TIFAB/LTA/NOS1/MMP9/S100A7/PENK",71
"GO:0015824","proline transport","8/2046","12/14848",0.666666666666667,4.83805799934832,5.31712660789577,3.78291780489676e-05,0.00241246985466825,0.00219961285282334,"SLC6A15/SLC7A5/SLC36A4/SLC6A17/CLTRN/ACE2/SLC6A7/SLC6A20",8
"GO:0030174","regulation of DNA-templated DNA replication initiation","9/2046","15/14848",0.6,4.35425219941349,5.19589183855776,4.01427703568394e-05,0.00250312474713981,0.00228226908426429,"TICRR/MCM7/MCM5/MCM6/MCM3/MCM4/CDT1/MCM2/GMNN",9
"GO:0050000","chromosome localization","33/2046","119/14848",0.277310924369748,2.0124695039306,4.43304416501596,4.62001035495015e-05,0.00278790302279358,0.00254192080763018,"CDCA8/TTK/NDC80/KIF2C/AURKB/SKA1/KIFC1/FAM83D/SGO1/SKA3/EML4/BIRC5/PSRC1/DLGAP5/SPDL1/INCENP/KIF18A/KNSTRN/KIF14/CDT1/CENPF/CENPE/NUF2/CDK1/CCNB1/SPC24/SPAG5/KNL1/CHMP4C/NEK2/SPC25/MEIOC/KASH5",33
"GO:0007292","female gamete generation","38/2046","145/14848",0.262068965517241,1.90185728250244,4.3626673193918,5.03915113017287e-05,0.00297681222552949,0.00271416217659505,"HORMAD1/TTK/NDC80/PLK1/CCNB2/TRIP13/TAF4B/SKA1/ETV6/MASTL/NCAPH/FBXO5/SKA3/PTX3/ASPM/CDC25B/NPM2/LGR5/AURKA/BNC1/FOSL1/CCNB1/BCL2L10/HROB/BRCA2/BRME1/TUT4/NANOS1/MEIOC/TDRD6/TOP2A/EDN1/MEIOB/GAS2/KASH5/TDRD1/SOHLH2/NPPC",38
"GO:0141060","disruption of anatomical structure in another organism","28/2046","95/14848",0.294736842105263,2.13893090497505,4.45197038487766,5.24064314043952e-05,0.00305511352295631,0.00278555479519275,"CCL20/CXCL1/GAPDH/PIM1/GBP1/CXCL10/PGLYRP4/POMC/SFN/KRT6A/GBP5/CCL8/CXCL3/CCL18/GZMB/CXCL6/CCL13/CXCL11/CXCL8/H2BC11/C8G/PRF1/GNLY/LYZ/TREM1/NKG7/CXCL9/RNASE7",28
"GO:0007586","digestion","31/2046","111/14848",0.279279279279279,2.02675402675403,4.34066850194132,6.69646688385123e-05,0.00368473834802218,0.00335962657270808,"CHRM3/OPRK1/KCNN4/PRSS3/FOLH1/PPARGC1A/CYP39A1/SLC26A7/PIR/INAVA/NMU/SCARB1/AQP5/NR1I2/SOX9/SLC2A5/WNK3/GHRL/CHRM1/CLDN2/GCNT3/MUC4/TFF2/TIFAB/CYP8B1/SLC5A1/AKR1C2/CEL/NPPC/MUC13/VIL1",31
"GO:0045103","intermediate filament-based process","22/2046","69/14848",0.318840579710145,2.31385382577528,4.37302870729787,8.99899575419764e-05,0.0047444915268618,0.0043258756259285,"KRT16/KRT83/KRT86/KRT79/KRT6B/INA/PKP1/KRT81/KRT6C/NES/KRT6A/KRT5/KRT23/KRT17/SYNM/KRT14/KRT75/KRT4/KRT7/TCHH/PRPH/NEFM",22
"GO:2000241","regulation of reproductive process","39/2046","158/14848",0.246835443037975,1.79130628456884,3.99756485237236,0.000163406362912159,0.00814473895098911,0.00742611247341374,"HORMAD1/CDC20/TTK/CDC25A/RAD51AP1/TRIP13/HDAC2/ELF5/FBXO5/INTS13/ASPM/CDC25B/HOXD13/NPM2/AGO2/DEFB1/AURKA/YBX3/BNC1/PRDX4/SFRP1/GPR3/MAEL/KNL1/ADA/SNAI1/CDC25C/UMODL1/MEIOC/PKDREJ/SOX9/PLB1/PKMYT1/LIF/KIT/BMP7/TACR1/PAEP/NPPC",39
"GO:0001916","positive regulation of T cell mediated cytotoxicity","14/2046","36/14848",0.388888888888889,2.82220049961985,4.37596477679437,0.00016399777289055,0.00814473895098911,0.00742611247341374,"ULBP3/PVR/ULBP1/RAET1L/ULBP2/TAP2/HLA-F/IL23A/IL12A/IL12RB1/RAET1G/HLA-G/CD1A/CD1B",14
"GO:0031055","chromatin remodeling at centromere","7/2046","11/14848",0.636363636363636,4.61814627210522,4.7989107390161,0.00018518127965574,0.00873308690275642,0.00796254931805885,"CENPW/CENPA/CENPN/NASP/HJURP/CENPI/OIP5",7
"GO:0034080","CENP-A containing chromatin assembly","7/2046","11/14848",0.636363636363636,4.61814627210522,4.7989107390161,0.00018518127965574,0.00873308690275642,0.00796254931805885,"CENPW/CENPA/CENPN/NASP/HJURP/CENPI/OIP5",7
"GO:0045933","positive regulation of muscle contraction","15/2046","41/14848",0.365853658536585,2.65503182891066,4.24226699387703,0.000215103613484799,0.00989476622030077,0.00902173136453503,"CHRM3/ENO1/TRPV4/NMU/SPHK1/ADA/ADRA2B/ACE2/RGS2/GHRL/KIT/EDN1/EDN2/TACR1/SPX",15
"GO:2001251","negative regulation of chromosome organization","26/2046","93/14848",0.279569892473118,2.02886303198478,3.97889691644282,0.000246512133352146,0.01115666203526,0.0101722876080202,"CDCA8/CDC20/TTK/NDC80/HASPIN/AURKB/PLK1/BUB1/TRIP13/PIF1/SKA1/FBXO5/SKA3/BIRC5/SPDL1/INCENP/CENPF/MAD2L1/NUF2/BUB1B/CCNB1/SPC24/KNL1/ESPL1/SPC25/USP44",26
"GO:0042475","odontogenesis of dentin-containing tooth","22/2046","74/14848",0.297297297297297,2.15751235106074,3.99048519456531,0.000280412284864608,0.0122943261145327,0.0112095733283459,"FOXC1/WNT6/HDAC2/ODAM/KLK5/PPARA/SMO/BMP2/WNT10A/NECTIN1/FAM20A/PERP/DMRT3/SOSTDC1/EDAR/FOXI3/FPR2/FAM20C/SCN5A/BCL11B/CFTR/BMP7",22
"GO:0071621","granulocyte chemotaxis","29/2046","109/14848",0.26605504587156,1.93078461441883,3.89907593299672,0.000283844856579106,0.0123483514350538,0.0112588318876461,"CXCL5/IL34/S100A8/TRPV4/CXCL10/PERP/ANXA1/CCL8/CCL7/LBP/CXCL3/CXADR/CXCL6/ADGRE2/CX3CL1/CCL13/CXCL8/S100A9/IL23A/CCL26/CCL5/CCL24/EDN1/PDE4B/TREM1/EDN2/CXCL9/CXCL17/S100A7",29
"GO:0002476","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","8/2046","15/14848",0.533333333333333,3.87044639947866,4.44645427158893,0.000333994277731727,0.0139878797509735,0.0127537013672736,"ULBP3/ULBP1/RAET1L/ULBP2/TAP2/HLA-F/RAET1G/HLA-G",8
"GO:0002484","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","8/2046","15/14848",0.533333333333333,3.87044639947866,4.44645427158893,0.000333994277731727,0.0139878797509735,0.0127537013672736,"ULBP3/ULBP1/RAET1L/ULBP2/TAP2/HLA-F/RAET1G/HLA-G",8
"GO:0051782","negative regulation of cell division","8/2046","15/14848",0.533333333333333,3.87044639947866,4.44645427158893,0.000333994277731727,0.0139878797509735,0.0127537013672736,"AURKB/BLM/ASPM/E2F8/CHMP4C/E2F7/MYC/PTCH1",8
"GO:1904666","regulation of ubiquitin protein ligase activity","8/2046","15/14848",0.533333333333333,3.87044639947866,4.44645427158893,0.000333994277731727,0.0139878797509735,0.0127537013672736,"CDKN2A/CDC20/PLK1/FBXO5/UBE2C/MAD2L1/UBE2S/USP44",8
"GO:0015718","monocarboxylic acid transport","35/2046","142/14848",0.246478873239437,1.78871862651963,3.775306764491,0.000355335198379656,0.0145776030342062,0.0132913921951601,"SLC43A3/FABP7/PLA2G4A/FABP5/LYN/SLC5A6/PPARA/PTGS2/SLC26A7/SLC16A1/NMB/ERFE/PLIN2/SLCO1A2/SLC6A11/SLC2A1/CRABP1/ANXA1/TNFRSF11A/TNF/NTSR1/SLC10A4/SLCO4A1/SLC6A8/CLDN2/NOS2/CEACAM1/ABCC4/SLC27A6/EDN1/RBP1/DRD2/FABP6/SPX/PLA2G2D",35
"GO:0022600","digestive system process","26/2046","95/14848",0.273684210526316,1.98615012604826,3.85476514600893,0.000355868071219932,0.0145776030342062,0.0132913921951601,"CHRM3/OPRK1/KCNN4/FOLH1/SLC26A7/INAVA/NMU/SCARB1/AQP5/NR1I2/SOX9/SLC2A5/WNK3/GHRL/CHRM1/CLDN2/GCNT3/MUC4/TFF2/TIFAB/CYP8B1/SLC5A1/CEL/NPPC/MUC13/VIL1",26
