"gene_id","symbol","gene_type","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000136870.10","ZNF189","protein_coding",1486.99722391068,-0.18639712227248,0.0386338929211123,-4.8296228152733,1.367919215948e-06,2.16036635372953e-06
"ENSG00000259767.1","AC022558.1","lncRNA",6.34226396202152,-0.450620324057256,0.0936116451677123,-4.82932979892063,1.36993351591564e-06,2.163397641438e-06
"ENSG00000162298.19","SYVN1","protein_coding",5240.76056470613,-0.215370176702791,0.0446520041000663,-4.82855875310813,1.37524760100843e-06,2.17163916542529e-06
"ENSG00000242082.2","SLC5A4-AS1","lncRNA",22.2009310291096,0.698813540703939,0.146893283136266,4.82782502824642,1.38032287276074e-06,2.17950246592004e-06
"ENSG00000170122.5","FOXD4","protein_coding",36.2989964603335,-0.498313673632197,0.104296392911817,-4.82774671233773,1.38086565693119e-06,2.18020846464279e-06
"ENSG00000165282.14","PIGO","protein_coding",3210.27152785562,-0.215184520960156,0.0452562999939669,-4.82723275362288,1.38443284828932e-06,2.18568918297049e-06
"ENSG00000251192.7","ZNF674","protein_coding",231.819922381212,0.208147538112528,0.0431546798992766,4.8271893236791,1.38473468469075e-06,2.1860142826617e-06
"ENSG00000108819.11","PPP1R9B","protein_coding",4133.93355434152,-0.226725262191433,0.0470936959571633,-4.82707377067912,1.38553808172448e-06,2.18713107221101e-06
"ENSG00000285667.1","AC012291.3","lncRNA",21.190599034708,-0.415887259274458,0.0867358743470055,-4.82477591336362,1.40160762736374e-06,2.21234430606323e-06
"ENSG00000197694.18","SPTAN1","protein_coding",22002.1286510111,-0.186870512739244,0.0392678950368408,-4.82307262695732,1.4136346833857e-06,2.23117368899194e-06
"ENSG00000154978.13","VOPP1","protein_coding",3391.83760845109,0.294625642134991,0.0614846389539966,4.82294842807903,1.41451553403131e-06,2.23240935780816e-06
"ENSG00000159596.7","TMEM69","protein_coding",1767.46656088262,0.187261459040264,0.0388954908611171,4.82232704109536,1.41893050374809e-06,2.23922206833699e-06
"ENSG00000185787.15","MORF4L1","protein_coding",12724.4734103652,0.166122109536363,0.0342599489432052,4.82219465167825,1.41987284464495e-06,2.24055404017885e-06
"ENSG00000255240.6","AP001636.3","lncRNA",136.565564659597,0.599653170954695,0.125969060371854,4.82215008282229,1.42019021879302e-06,2.24089970067237e-06
