"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa05152","Tuberculosis",158,0.344133420905375,1.515609068976,0.00213697245469403,0.0227602050367865,0.0168518913296457,7194,"tags=52%, list=38%, signal=33%","RIPK2/IRAK1/CEBPB/CLEC7A/CEBPG/PPP3R1/BID/IL1A/SPHK1/HLA-DOB/HSPD1/LBP/CYCS/NFYA/TNF/NFYC/CLEC4E/TLR6/IFNG/TLR2/TLR1/CARD9/IL23A/CD14/IL12A/MALT1/NOS2/CTSS/KSR1/IFNGR1/LAMP2/RFX5/SRC/CALML5/RFXAP/CD209/MAPK14/MYD88/ATP6V0A4/MAPK12/CASP3/AKT3/IRAK2/STAT1/CAMK2G/ATP6V0A2/CALM2/CIITA/BAX/FCER1G/FCGR1A/SYK/ITGB2/MRC1/C3/IFNGR2/FCGR2A/LAMP1/IL1B/HLA-DQA1/IL18/CASP10/CR1/IL10/TNFRSF1A/CYP27B1/CORO1A/RELA/HLA-DRA/RAB7A/HLA-DMA/HLA-DRB1/FCGR2B/NOD2/FCGR3A/IL10RA/MAPK1/HLA-DQB1/RFXANK/HLA-DQA2/HLA-DOA/HLA-DRB5"
"hsa05014","Amyotrophic lateral sclerosis",350,0.299883566920469,1.44727179703866,0.00218600839336368,0.0227602050367865,0.0168518913296457,6622,"tags=47%, list=35%, signal=31%","NUP93/UQCRH/TUBB/PSMB2/TUBA1C/UQCRHL/ALYREF/ATP5F1C/SEH1L/TUBB6/OPTN/PPP3R1/NUP205/PSMB4/GPX7/TOMM40/DNAH17/TUBB4A/BID/NRBF2/SIGMAR1/NUP160/PSMD2/COXFA4L2/SEM1/PFN2/SRSF3/PSMD14/PSMD7/TUBA4A/NDC1/NRG4/ATP5MC3/TUBB2B/PSMC2/CYCS/NDUFS5/TANK/TNF/GRIN2B/SEC13/NUP155/NDUFA9/NUP85/ATF4/NUP62/PFN1/TUBA1B/MAP2K3/NXT1/COX5A/NDUFB9/HNRNPA3/PSMA7/SRSF7/GRIN2A/UBQLN4/PSMD11/NXT2/NUP88/PSMA4/NRG2/NUP153/CYC1/NUP37/NUP54/PSMC4/GRIN2D/WIPI2/UQCRFS1/ACTB/TOMM40L/NUP50/PSMC3/ITPR3/COX7B/NOS2/TARDBP/ADRM1/PSMA5/TUBB3/PSMD4/RAB1A/PSMB5/COX4I1/UQCRB/MAPK14/KLC3/NUP35/DNAH11/MAPK12/PSMD1/CASP3/VCP/PSMB7/PSMD8/SDHD/CHCHD10/NDUFA6/NUP107/DERL1/NCBP1/CASP1/PSMB1/PSMD12/C9orf72/SDHB/NUP188/COX6B1/ATP5PB/COX5B/PSMD13/NUP210/BAX/POM121C/NDUFB5/NRG3/HNRNPA2B1/NDUFB3/RB1CC1/PSMA1/NDUFS3/MCU/ATP5PF/HSPA5/PSMB6/NDUFV1/NDUFB11/COX7A2L/TUBA1A/EIF2S1/TRAF2/ATXN2L/TUBA8/ATP5PO/PSMA3/NDUFS6/COXFA4/TNFRSF1B/PRPH/ACTG1/NOS1/DDIT3/NUP210L/MAP2K6/DAXX/PSMB3/TNFRSF1A/NDUFB6/ATP5MC1/NEFH/POM121/NDUFB2/SDHA/MT-CO2/HAP1/COX7A2/MAP3K5/TPR/NDUFA1/DNAH2/TUBB2A/TP53/UQCRC1/ATP5F1B/HNRNPA1L3"
"hsa05204","Chemical carcinogenesis - DNA adducts",37,-0.495803202707732,-1.83999603365545,0.00234396064879738,0.0230489463798409,0.0170656784079107,1521,"tags=38%, list=8%, signal=35%","UGT2B17/GSTM5/HPGDS/NAT2/SULT1A2/GSTM2/SULT1A1/UGT2B28/UGT2B11/CYP2A7/GSTM3/UGT2B15/CYP2A6/NAT1"
"hsa04927","Cortisol synthesis and secretion",52,-0.437712698336528,-1.72843479602149,0.00228575782684938,0.0230489463798409,0.0170656784079107,979,"tags=25%, list=5%, signal=24%","ADCY6/CREB3L1/PBX1/CACNA1F/CYP21A2/ADCY5/CREB3L4/ITPR1/ADCY9/ADCY1/CACNA1D/CACNA1H/AGTR1"
"hsa04340","Hedgehog signaling pathway",50,-0.430214847779547,-1.70445118901187,0.0024552833181334,0.023338353108762,0.0172799581447569,3531,"tags=44%, list=19%, signal=36%","IQCE/EVC/MGRN1/GLI1/DHH/CSNK1G1/PRKACB/CDON/CSNK1A1/MOSMO/LRP2/ARRB1/CSNK1G3/CCND1/KIF3A/SPOP/BTRC/GLI3/BCL2/SPOPL/HHAT/SCUBE2"
"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",85,0.399854732411693,1.59620715498749,0.00250524694387841,0.023338353108762,0.0172799581447569,7404,"tags=61%, list=39%, signal=38%","EML4/EGFR/PPP3R1/CSNK2A2/NFKBIE/ALK/MAP2K3/IFNG/TLR2/BATF2/NFKBIB/CD274/PRKCQ/BATF3/NRAS/IFNGR1/PIK3CD/CSNK2B/MAPK14/MYD88/HIF1A/MAPK12/MAP2K1/AKT3/PLCG1/NFATC1/STAT1/PDCD1/IFNGR2/RPS6KB2/NFATC3/LCK/MAP2K6/RELA/CD247/MAP2K2/CSNK2A1/CD4/TICAM1/PIK3CB/PIK3CA/CD3G/ZAP70/CD3D/MAPK1/CSNK2A3/KRAS/CD3E/PTPN11/MTOR/RAF1/HRAS"
"hsa03410","Base excision repair",44,0.488870318172855,1.73367008831022,0.00275661435389682,0.0250215764430635,0.0185262341193066,4856,"tags=52%, list=26%, signal=39%","RFC4/RFC2/NEIL3/FEN1/POLD1/RFC3/PCNA/UNG/ADPRS/POLE2/POLE3/RFC5/TDG/MBD4/POLE/PARP2/HMGB1/POLD2/TDP1/POLD3/MUTYH/POLG/PARP1"
"hsa04519","Cadherin signaling",345,0.291182638238537,1.39879434941865,0.00295074423091642,0.0261140864436103,0.0193351398288997,4263,"tags=28%, list=22%, signal=22%","FZD9/KRT16/GABRP/DSC2/ACTR3B/WNT6/KRT83/MRAS/DCHS2/CDH3/KRT86/KRT79/KRT6B/CDH19/TCF7L1/PPP1CB/DSG1/PCDH8/TMC1/PKP1/EGFR/KRT81/DSG3/YWHAQ/TEAD4/KRT6C/PCDHB9/DSC3/ARPC5/CIB2/WNT10A/ACTR3/FZD7/MET/MYO1H/KRT6A/WWTR1/KRT5/KRT23/KRT17/ACTN4/RRAS2/FAT1/GABRE/LRP6/TMIE/KRT14/DVL3/MAP2K3/USH1C/MYO1E/ARPC5L/RYK/CDH4/PRICKLE1/DSG2/ARPC2/YWHAZ/WNT5B/WASF1/NF2/ACTB/ROCK2/CDH24/PCDHB10/VANGL2/NRAS/USH1G/TCF7L2/GABRG3/ACTN1/FAT2/ACTR2/YWHAH/TEAD3/PCDHB6/FZD5/ARPC1A/KRT75/YWHAG/SCN5A/ARPC1B/CDH26/VIM/APH1A/MOB1A/MAPK14/MAPK12/MAP2K1/WNT10B/TEAD2/STK3/RAC3/FZD6/KRT4/KRT7/PTK2/AMOTL1"
"hsa00310","Lysine degradation",61,0.4395496379658,1.65085590218412,0.00358124851750156,0.0309210237852573,0.0228942459783796,3807,"tags=33%, list=20%, signal=26%","SUV39H2/PLOD1/EZH2/COLGALT1/PLOD3/AADAT/BBOX1/DHTKD1/SUV39H1/ACAT2/SMYD2/CAMKMT/KMT5A/KMT2B/ALDH1B1/PLOD2/EHMT2/NSD2/COLGALT2/DLD"
"hsa03460","Fanconi anemia pathway",49,0.462785576380398,1.66818664685992,0.00374481393637004,0.0315634317494047,0.0233698914826101,2658,"tags=33%, list=14%, signal=28%","FANCE/FANCA/FANCB/USP1/BLM/UBE2T/RAD51/FANCC/FANCD2/BRCA2/FANCI/RPA1/POLH/RMI2/FANCG/EME1"
"hsa04923","Regulation of lipolysis in adipocytes",48,-0.413969921832853,-1.62623291152835,0.00416791775063538,0.0343126252029052,0.0254054227639708,3285,"tags=40%, list=17%, signal=33%","CIDEC/CGA/PRKG1/AQP7/PLIN1/ADCY4/PRKACB/LIPE/MGLL/PLAAT3/PNPLA2/ADCY6/PLAAT2/NPY1R/IRS1/ADCY5/ADCY9/ADCY1/PTGER3"
"hsa00982","Drug metabolism - cytochrome P450",42,-0.447801707397032,-1.71327975695909,0.00479562859931467,0.0385830119126681,0.0285672612734295,4352,"tags=52%, list=23%, signal=40%","CYP2E1/ADH1B/GSTM1/CYP3A5/CYP2C8/ADH1C/GSTM4/GSTO2/MGST2/ALDH3B2/MAOA/UGT2B17/GSTM5/HPGDS/GSTM2/UGT2B28/UGT2B11/FMO5/CYP2A7/GSTM3/UGT2B15/CYP2A6"
"hsa05130","Pathogenic Escherichia coli infection",189,0.325919249654384,1.46987454820437,0.00530248417601522,0.0417128755179864,0.0308846446743343,4885,"tags=35%, list=26%, signal=26%","ACTR3B/NCK2/TUBB/CLDN16/IRAK1/MYO10/NCK1/TUBA1C/GAPDH/CLDN10/TUBB6/BAK1/ARPC5/ACTR3/CLDN23/CLDN9/CLDN1/TUBB4A/NCL/ABI1/MYO1H/TUBA4A/WIPF3/TUBB2B/CYCS/TNF/PAK3/TUBA1B/CXCL8/ABCF2/BAIAP2L1/MYO1E/ARPC5L/LPAR2/ARPC2/WASF1/ARHGEF2/NFKBIB/ACTB/ROCK2/CLDN2/WASF3/ACTR2/FAS/ARPC1A/FYN/TUBB3/ARPC1B/RAB1A/CYTH1/SRC/MAPK14/MYD88/MAPK12/CASP3/FASLG/CASP1/CLDN4/CLDN14/NCKAP1/MAP3K7/ACTR3C/BAX/ARF1/MYH9/TNFRSF10A"
"hsa04066","HIF-1 signaling pathway",101,0.376399580818782,1.53781200941568,0.00551182092612551,0.0424170566923572,0.0314060277026374,4925,"tags=40%, list=26%, signal=29%","LDHB/ENO1/PDHA1/PDK1/PFKP/GAPDH/EGFR/PLCG2/LTBR/PRKCA/ANGPT1/TF/SLC2A1/CUL2/EIF4EBP1/PGK1/HK3/VEGFA/IFNG/TFRC/ELOC/NOS2/IFNGR1/PIK3CD/PFKL/HKDC1/HIF1A/EDN1/MAP2K1/AKT3/LDHA/PLCG1/EIF4E2/CAMK2G/EGLN1/ALDOC/CYBB/RBX1/IL6R/RPS6"
"hsa00270","Cysteine and methionine metabolism",50,0.459760055846522,1.66403051759945,0.00627276217933101,0.0469563179757239,0.0347669437286805,4102,"tags=44%, list=22%, signal=35%","PSAT1/PHGDH/LDHB/AMD1/DNMT3B/DNMT3A/MDH1/DNMT1/MTAP/SRM/LOC102724560/CBS/IL4I1/CISD1/BCAT1/ADI1/MDH2/GCLM/MPST/SMS/LDHA/GOT1"
"hsa05203","Viral carcinogenesis",180,0.329818516376488,1.47210121633121,0.00636695836958967,0.0469563179757239,0.0347669437286805,5583,"tags=37%, list=29%, signal=26%","CCNE1/SKP2/CDKN2A/CDC20/CHEK1/CCNA2/HDAC2/RANBP1/LYN/TBPL1/CDK6/CCNA1/RBL1/BAK1/YWHAQ/CDK1/LTBR/CREB3L2/ACTN4/CDK2/VAC14/ATF4/SRF/HLA-F/CCNE2/CDK4/H2BC11/CREB5/YWHAZ/NFKB2/GTF2E2/RASA2/NRAS/SND1/CDKN2B/ACTN1/TBP/YWHAH/YWHAG/PIK3CD/CCND3/SCRIB/SRC/PKM/HLA-A/VDAC3/CASP3/HLA-G/EIF2AK2/TRAF1/JAK3/HDAC1/MAD1L1/HLA-B/BAX/SYK/YWHAE/C3/DLG1/HDAC9/GTF2B/CCR5/HLA-E/HDAC4/GTF2A2/TRAF2"
"hsa05140","Leishmaniasis",72,0.398751161679351,1.55053579014087,0.00663801630424323,0.0476851524273257,0.0353065802985552,8060,"tags=68%, list=42%, signal=39%","IRAK1/PTGS2/IL1A/HLA-DOB/TNF/ELK1/IFNG/TLR2/NFKBIB/IL12A/NOS2/IFNGR1/CYBA/MAPK14/MYD88/MAPK12/MARCKSL1/NCF2/NCF1/STAT1/MAP3K7/CYBB/FCGR1A/NCF4/ITGB2/C3/IFNGR2/FCGR2A/IL1B/HLA-DQA1/CR1/IL10/RELA/HLA-DRA/HLA-DMA/HLA-DRB1/FCGR3A/MAPK1/HLA-DQB1/HLA-DQA2/HLA-DOA/HLA-DRB5/HLA-DMB/ITGB1/PRKCB/TGFB2/TAB2/HLA-DQB2/IL12B"
"hsa04060","Cytokine-cytokine receptor interaction",230,0.303365624476521,1.39489799822839,0.00673519102080872,0.0476851524273257,0.0353065802985552,6336,"tags=47%, list=33%, signal=32%","IL12RB2/CXCL5/GDF5/IL34/CCL20/CXCL1/IL1R2/IL20RB/IFNAR2/TNFRSF21/CXCL16/CXCL10/BMP2/LTBR/IL27RA/IL2RA/IL1A/IL1RL2/TNFSF13B/CCL8/CCL7/EDAR/CXCL3/IL15RA/TNFRSF11A/IL32/CCL18/BMP6/TNF/CXCL6/CX3CL1/CCL13/CXCL11/CXCL8/MPL/RELT/IFNG/CD70/TNFRSF10D/IL22RA1/CCR1/TNFSF9/IL23A/LIF/IL12A/IL1RAP/CD40/CCL26/IL31RA/IL12RB1/CSF2RB/FAS/TNFRSF9/IFNGR1/IL15/CCL5/NGF/CCL24/TNFRSF8/IL21R/CXCR6/IL18R1/CCL4/CXCR4/FASLG/CSF2RA/BMP7/NODAL/IL7/BMP5/TNFSF14/TNFSF15/IL18RAP/IL2RG/IFNLR1/LTB/CXCL9/OSM/IL6R/TNFRSF10A/IL27/TNFRSF13C/TNFRSF17/LTA/CCL2/CXCL17/XCL1/IL17RE/IFNGR2/CCR5/CNTFR/IL1B/TNFRSF12A/IL13RA2/TNFRSF1B/IL18/TNFRSF10B/IL10/TNFRSF4/TNFRSF1A/IL11/CCL17/OSMR/IL17RA/TSLP/GDF7/CD4/XCL2/CCR3"
"hsa03018","RNA degradation",75,0.405532785189144,1.58129271566706,0.00689649042653475,0.0478697570783,0.0354432634924077,3804,"tags=35%, list=20%, signal=28%","BTG3/ENO1/TENT4A/PFKP/PNPT1/LSM2/CNOT9/LSM6/PATL1/PABPC4/PABPC4L/PABPC1/DCPS/HSPD1/PABPC3/EXOSC2/PNLDC1/EXOSC9/EXOSC8/DHX36/LSM4/EXOSC4/MPHOSPH6/PFKL/EXOSC5/ZCCHC7"
